Area,Bedrooms,Bathrooms,Floors,Age,Parking,Location,Furnishing,Distance_to_City,Crime_Rate,School_Rating,Hospital_Distance,Metro_Distance,Shopping_Mall_Distance,Park_Distance,Pollution_Index,Population_Density,Property_Tax,Electricity_Availability,Water_Supply,Security,House_Type,Facing,Price
1535.0,6,3.0,3,26,0,Urban,Unfurnished,3.3,5.06,8.5,5.8,3.5,4.7,1.7,25.2,5483,22433,Yes,24x7,Non-Gated,Independent House,West,134.22
1803.0,1,2.0,1,37,2,Urban,Semi-Furnished,7.5,1.69,9.5,2.7,4.0,2.8,0.3,29.1,9113,25525,Yes,24x7,Gated,Villa,North,149.77
1166.0,2,1.0,1,20,1,Urban,Semi-Furnished,26.8,2.57,7.8,4.5,7.0,4.1,0.7,15.5,9293,30596,Yes,24x7,Gated,Apartment,South,77.75
1634.0,3,5.0,3,30,1,Urban,Furnished,1.6,0.69,9.8,8.3,0.4,3.6,0.4,44.7,3624,25968,Yes,24x7,Gated,Apartment,North,131.76
895.0,4,4.0,1,33,3,Urban,Unfurnished,12.8,2.4,10.0,0.6,8.7,3.6,0.6,100.5,5079,24465,Yes,24x7,Gated,Villa,East,115.27
1705.0,6,3.0,3,16,3,Suburban,Unfurnished,4.3,7.97,7.4,3.3,1.2,3.3,2.7,69.4,9060,29864,Yes,24x7,Non-Gated,Independent House,North,133.33
1854.0,1,4.0,2,33,2,Suburban,Semi-Furnished,7.2,0.75,3.2,4.3,6.5,3.3,1.0,61.9,5532,27873,Yes,Limited,Non-Gated,Apartment,South,103.3
1826.0,2,2.0,2,39,3,Urban,Furnished,4.9,2.89,4.9,5.4,5.1,4.1,0.0,42.0,637,40285,Yes,Limited,Gated,Independent House,East,132.34
1153.0,2,5.0,2,4,1,Suburban,Semi-Furnished,3.7,6.08,4.9,2.4,2.1,1.2,3.3,55.8,6085,15337,Yes,Limited,Non-Gated,Apartment,East,90.05
1462.0,5,3.0,2,30,0,Suburban,Furnished,9.0,10.54,8.4,0.8,1.3,1.6,1.1,49.2,6871,37448,Yes,24x7,Non-Gated,Villa,West,120.1
1945.0,6,2.0,1,24,3,Suburban,Furnished,5.1,1.03,7.9,2.8,7.5,6.7,5.9,60.1,4510,26652,Yes,24x7,Non-Gated,Apartment,West,143.8
,6,3.0,3,32,0,Rural,Furnished,17.2,1.08,4.7,11.4,4.4,4.7,0.4,25.7,7722,25254,Yes,Limited,Gated,Independent House,North,98.37
1492.0,5,3.0,2,21,1,Suburban,Furnished,6.4,2.51,4.2,8.4,5.6,5.3,2.2,75.5,12472,29492,Yes,24x7,Gated,Apartment,East,106.63
2697.0,5,4.0,1,8,3,Suburban,Unfurnished,41.9,1.25,5.2,4.0,3.8,7.8,2.8,23.2,5366,18374,Yes,Limited,Non-Gated,Villa,South,170.51
1127.0,3,5.0,1,17,3,Rural,Semi-Furnished,7.8,3.97,4.3,2.9,0.7,9.6,0.6,73.4,6394,26041,Yes,24x7,Gated,Independent House,West,91.66
2244.0,4,2.0,3,27,0,Suburban,Semi-Furnished,13.6,5.65,9.8,8.8,6.0,6.7,2.9,55.1,6414,25129,Yes,24x7,Non-Gated,Villa,West,147.34
1015.0,2,4.0,2,35,3,Urban,Unfurnished,19.3,2.37,3.9,5.7,1.9,5.7,2.5,60.3,4615,29889,Yes,24x7,Gated,Apartment,North,80.66
2010.0,4,1.0,1,2,2,Suburban,Semi-Furnished,8.6,2.3,6.5,5.0,4.5,1.5,1.6,38.4,4635,29078,Yes,24x7,Gated,Apartment,South,129.02
2039.0,2,2.0,1,7,0,Urban,Unfurnished,16.6,2.29,6.8,9.5,4.5,3.7,0.4,68.9,10580,28164,Yes,24x7,Gated,Apartment,East,126.39
1369.0,6,3.0,1,9,2,Suburban,Semi-Furnished,6.1,2.52,8.2,8.9,6.7,1.0,0.6,42.7,5691,26375,Yes,24x7,Gated,Villa,West,139.48
980.0,3,3.0,3,23,1,Suburban,Furnished,7.2,2.5,6.2,4.1,2.9,6.3,1.5,70.0,4674,31449,Yes,24x7,Non-Gated,Apartment,West,70.07
566.0,3,4.0,1,0,2,Suburban,Semi-Furnished,13.9,3.71,6.3,4.6,5.9,6.3,1.6,61.5,8356,25625,Yes,24x7,Non-Gated,Apartment,West,69.56
1312.0,3,1.0,1,38,0,Urban,Semi-Furnished,9.7,4.5,9.2,5.0,9.5,9.5,0.5,23.5,9672,32299,Yes,24x7,Gated,Independent House,East,101.04
1939.0,6,5.0,1,28,0,Suburban,Semi-Furnished,21.6,1.09,6.9,2.6,6.0,4.2,4.9,55.1,5127,17587,Yes,24x7,Non-Gated,Independent House,West,140.44
1057.0,6,3.0,3,36,2,Suburban,Furnished,9.3,4.92,6.3,6.2,1.9,8.2,0.7,69.7,9987,20112,Yes,24x7,Gated,Apartment,North,89.67
1703.0,3,3.0,2,0,2,Urban,Semi-Furnished,33.8,3.84,9.4,0.8,12.2,5.4,1.6,62.0,6780,29983,Yes,Limited,Gated,Villa,South,145.56
838.0,6,4.0,3,10,0,Rural,Furnished,15.4,1.17,8.4,1.0,1.2,10.6,2.6,53.3,9695,21301,Yes,Limited,Non-Gated,Apartment,North,75.6
1521.0,5,4.0,3,17,2,Urban,Unfurnished,28.2,4.65,3.8,6.8,11.8,8.0,1.6,68.3,9366,21984,Yes,Limited,Non-Gated,Villa,North,121.04
1019.0,6,3.0,2,30,1,Suburban,Semi-Furnished,4.3,2.02,3.3,1.0,2.2,4.7,1.9,49.4,5852,14858,Yes,24x7,Gated,Villa,West,98.23
1607.0,6,3.0,2,25,3,Urban,Semi-Furnished,7.3,,8.3,17.6,5.3,10.0,0.8,36.3,4037,19148,Yes,24x7,Gated,Apartment,West,132.92
1374.0,2,2.0,1,16,2,Suburban,Semi-Furnished,8.0,5.42,6.1,3.2,12.5,13.8,2.2,58.5,5688,22415,Yes,24x7,Non-Gated,Apartment,East,78.65
995.0,4,3.0,3,12,1,Rural,Unfurnished,9.2,4.75,8.6,3.7,1.7,12.9,0.3,29.0,3659,20553,Yes,24x7,Gated,Independent House,North,94.34
1288.0,2,2.0,3,13,0,Suburban,Furnished,10.2,2.68,9.1,0.7,3.8,5.8,0.9,61.8,9890,29130,Yes,24x7,Gated,Apartment,East,82.37
1136.0,2,4.0,1,14,3,Urban,Semi-Furnished,50.2,6.71,8.1,0.9,3.4,12.9,0.5,33.2,7956,32012,Yes,24x7,Non-Gated,Villa,West,100.34
927.0,3,3.0,1,27,2,Rural,Semi-Furnished,19.3,3.13,7.2,12.1,3.8,4.2,0.2,77.0,3871,19997,Yes,24x7,Gated,Independent House,South,74.63
2246.0,1,2.0,2,34,0,Urban,Semi-Furnished,4.1,4.01,9.7,0.7,1.1,4.0,1.5,45.5,8018,39932,Yes,24x7,Gated,Independent House,South,146.22
1452.0,2,3.0,3,19,0,Suburban,Semi-Furnished,27.5,1.92,7.2,1.2,6.0,2.9,1.0,73.2,2827,20374,Yes,24x7,Gated,Apartment,East,85.39
439.0,5,5.0,2,36,0,Urban,Unfurnished,7.6,2.99,9.8,5.1,2.3,4.8,0.7,45.1,4718,14720,Yes,Limited,Gated,Apartment,North,74.34
1307.0,1,3.0,1,11,2,Suburban,Semi-Furnished,9.7,2.18,9.4,3.8,6.2,9.6,1.6,58.3,8141,40524,Yes,24x7,Gated,Apartment,East,90.23
2153.0,4,2.0,2,34,3,Suburban,Unfurnished,7.2,3.9,6.2,3.9,8.6,1.9,0.2,68.2,6184,29414,Yes,24x7,Non-Gated,Independent House,West,141.94
1231.0,5,3.0,3,0,2,Suburban,Semi-Furnished,14.8,2.92,3.6,7.9,2.3,4.9,3.0,75.0,8220,19667,Yes,24x7,Gated,Independent House,West,99.94
2474.0,2,4.0,1,29,0,Urban,Semi-Furnished,3.7,1.74,5.9,3.9,5.8,2.8,2.2,45.7,1470,32038,Yes,24x7,Gated,Apartment,East,141.52
1179.0,3,1.0,2,37,0,Urban,Semi-Furnished,37.6,1.3,8.0,4.5,8.0,8.7,1.6,56.5,11739,33988,Yes,24x7,Gated,Independent House,West,79.39
1927.0,6,3.0,3,11,0,Urban,Semi-Furnished,5.9,2.6,5.3,1.6,1.0,7.9,0.6,36.8,6021,29167,Yes,24x7,Gated,Apartment,North,158.56
2220.0,6,1.0,1,27,0,Rural,Unfurnished,9.8,1.94,6.4,10.1,3.3,1.2,1.5,80.2,5193,30316,Yes,24x7,Gated,Apartment,West,124.37
1898.0,6,5.0,1,2,0,Rural,Semi-Furnished,6.3,,6.2,0.3,2.8,2.6,1.1,65.1,8700,31031,Yes,24x7,Non-Gated,Independent House,South,136.66
894.0,4,4.0,3,34,0,Suburban,Semi-Furnished,2.8,0.7,3.0,6.4,3.9,6.2,2.2,74.0,2669,17261,Yes,24x7,Non-Gated,Apartment,South,67.04
1132.0,6,1.0,1,19,2,Suburban,Semi-Furnished,2.0,6.3,7.5,10.3,2.2,1.1,0.4,33.8,3125,21684,Yes,24x7,Gated,Apartment,South,101.88
2294.0,3,3.0,1,16,2,Urban,Furnished,18.4,0.98,5.5,2.6,6.8,6.4,1.3,38.7,9697,19945,Yes,24x7,Gated,Independent House,South,154.63
1207.0,4,5.0,1,36,3,Rural,Semi-Furnished,13.6,6.16,9.4,4.6,6.1,5.2,0.5,52.3,10496,14933,Yes,24x7,Non-Gated,Apartment,North,86.84
2187.0,5,5.0,3,37,0,Urban,Furnished,7.5,3.27,3.8,1.2,10.0,8.8,0.6,68.5,7538,26748,Yes,24x7,Non-Gated,Apartment,South,140.22
1413.0,6,1.0,2,8,3,Urban,Semi-Furnished,13.4,0.65,8.1,5.2,2.9,2.0,4.2,51.6,8242,17265,Yes,Limited,Gated,Independent House,South,132.38
1728.0,3,2.0,1,38,1,Urban,Unfurnished,5.5,3.05,7.0,4.5,8.7,7.2,0.7,50.6,3752,34049,Yes,Limited,Non-Gated,Apartment,East,109.72
888.0,6,1.0,1,8,0,Urban,Furnished,7.0,1.71,8.8,0.4,3.6,14.3,2.1,48.8,2239,25559,Yes,24x7,Non-Gated,Apartment,North,89.94
1315.0,4,2.0,3,32,0,Suburban,Semi-Furnished,4.9,5.71,5.7,5.7,1.5,6.6,4.3,64.4,7252,16082,Yes,24x7,Non-Gated,Apartment,South,81.87
1169.0,1,5.0,1,31,1,Urban,Unfurnished,3.5,7.63,4.0,4.2,3.3,4.7,0.1,67.9,10138,20585,Yes,24x7,Gated,Apartment,North,77.8
1774.0,4,4.0,3,20,0,Urban,Furnished,4.7,3.84,4.7,5.2,2.7,7.2,0.7,52.9,5679,31965,Yes,24x7,Non-Gated,Independent House,West,142.98
1701.0,6,2.0,2,23,1,Suburban,Semi-Furnished,4.6,7.2,6.8,4.0,4.8,6.0,0.2,75.5,6473,29225,Yes,24x7,Non-Gated,Apartment,East,113.57
1904.0,3,2.0,1,15,2,Suburban,Furnished,13.0,5.15,6.2,6.8,2.3,8.8,1.2,50.6,10805,22115,Yes,24x7,Non-Gated,Apartment,South,121.5
1380.0,4,4.0,2,16,3,Urban,Semi-Furnished,9.8,2.24,3.4,2.2,6.2,4.1,1.9,77.7,8633,35431,Yes,24x7,Gated,Apartment,West,116.13
1138.0,6,3.0,1,20,0,Urban,Semi-Furnished,8.2,3.03,6.4,2.8,1.3,9.7,0.8,59.0,5732,11646,Yes,24x7,Gated,Villa,West,141.14
1751.0,6,3.0,1,34,2,Suburban,Semi-Furnished,11.7,2.66,4.6,4.0,1.4,3.0,2.2,63.1,9821,34766,Yes,24x7,Non-Gated,Independent House,South,127.64
1084.0,3,3.0,2,19,0,Suburban,Unfurnished,5.8,4.48,7.2,10.0,7.5,8.0,1.2,21.3,4438,20341,Yes,24x7,Non-Gated,Independent House,East,95.98
2243.0,5,5.0,2,23,1,Urban,Semi-Furnished,3.9,4.08,7.6,2.9,0.8,8.7,0.2,64.1,8411,36863,Yes,Limited,Non-Gated,Apartment,East,153.07
1587.0,4,3.0,2,28,2,Suburban,Furnished,5.5,1.86,4.1,1.6,3.9,2.1,3.3,63.9,5210,30109,Yes,24x7,Gated,Villa,West,118.15
1471.0,4,4.0,2,36,1,Urban,Unfurnished,11.0,0.14,6.1,1.1,4.4,6.1,4.6,39.6,6557,30988,Yes,24x7,Gated,Apartment,East,101.99
1904.0,5,5.0,3,34,1,Urban,Furnished,5.9,11.41,3.2,3.4,4.5,2.4,3.4,50.5,5334,30196,Yes,24x7,Gated,Apartment,North,147.38
1608.0,2,2.0,1,14,1,Suburban,Semi-Furnished,9.7,1.78,8.5,3.1,2.7,5.7,1.1,62.1,9244,28148,Yes,24x7,Gated,Apartment,South,101.12
738.0,2,4.0,3,34,1,Rural,Semi-Furnished,8.6,0.87,3.8,5.3,1.8,0.9,3.9,58.7,6973,24131,Yes,24x7,Non-Gated,Apartment,West,45.99
1066.0,1,5.0,1,17,2,Suburban,Furnished,,4.41,6.4,1.7,3.0,11.3,0.5,34.9,4131,25509,Yes,24x7,Gated,Apartment,South,80.74
2232.0,6,2.0,1,3,1,Urban,Furnished,2.6,1.0,7.5,3.4,1.2,10.2,0.1,42.4,2620,30911,Yes,24x7,Gated,Villa,East,196.3
1696.0,2,2.0,2,2,2,Rural,Unfurnished,6.3,4.18,6.7,6.6,2.6,7.3,0.5,46.2,1787,22113,Yes,Limited,Gated,Independent House,South,117.63
725.0,5,1.0,2,8,3,Urban,Furnished,12.0,2.17,9.2,12.2,13.3,15.5,3.5,34.8,6368,21997,Yes,Limited,Gated,Apartment,South,93.11
1844.0,5,4.0,3,14,2,Rural,Unfurnished,18.0,1.93,8.2,0.7,0.9,10.4,4.5,89.3,6949,25249,Yes,24x7,Gated,Independent House,South,133.87
1342.0,5,4.0,2,16,3,Suburban,Semi-Furnished,17.3,3.11,3.2,3.6,5.1,8.0,3.7,77.1,5645,26344,Yes,24x7,Gated,Villa,East,124.03
1169.0,6,4.0,3,7,1,Suburban,Semi-Furnished,16.3,2.7,7.0,4.4,2.2,5.2,0.4,69.3,8898,22850,Yes,Limited,Non-Gated,Villa,West,125.64
1020.0,6,2.0,3,7,1,Urban,Semi-Furnished,3.4,9.92,5.4,1.7,1.4,6.0,0.4,86.8,3486,35803,Yes,24x7,Non-Gated,Apartment,South,100.59
2200.0,1,4.0,2,1,0,Urban,Unfurnished,21.9,5.44,5.7,1.5,3.4,1.4,0.0,42.9,6401,31889,No,Limited,Non-Gated,Villa,West,162.78
569.0,6,1.0,1,36,2,Urban,Furnished,5.1,0.7,4.8,3.0,8.5,5.0,1.3,34.7,13680,31416,Yes,24x7,Gated,Apartment,West,71.37
1189.0,2,4.0,3,10,2,Urban,Semi-Furnished,6.8,0.79,7.2,8.6,10.3,5.5,2.9,49.3,833,11001,Yes,24x7,Gated,Villa,South,127.82
1716.0,4,3.0,2,25,2,Urban,Unfurnished,10.8,2.88,9.1,5.5,5.4,1.3,1.8,64.2,4400,24301,Yes,24x7,Gated,Independent House,East,133.35
2518.0,5,5.0,2,19,2,Urban,Furnished,20.7,1.23,7.1,1.7,5.8,4.2,0.6,48.6,2629,15727,Yes,24x7,Gated,Apartment,West,180.3
1955.0,1,5.0,3,14,2,Suburban,Semi-Furnished,,2.18,4.4,6.0,11.2,13.8,0.4,61.4,9863,16929,Yes,24x7,Gated,Apartment,West,122.48
,2,3.0,2,9,0,Rural,Unfurnished,49.2,2.5,3.3,0.2,5.4,9.8,2.4,40.6,4432,24542,Yes,24x7,Gated,Villa,North,71.53
2491.0,6,4.0,2,2,0,Urban,Unfurnished,9.0,4.23,4.6,1.7,1.9,6.5,0.1,38.3,10174,26313,Yes,24x7,Non-Gated,Apartment,North,166.73
905.0,1,5.0,3,4,2,Suburban,Unfurnished,8.8,2.75,7.7,0.8,1.0,6.7,1.8,59.3,5090,39249,No,24x7,Gated,Villa,East,108.9
1796.0,2,2.0,1,27,0,Urban,Furnished,10.1,2.03,9.0,4.5,2.1,6.8,1.0,61.4,7866,28379,Yes,Limited,Gated,Apartment,North,107.01
1918.0,1,1.0,3,18,3,Suburban,Semi-Furnished,17.6,3.63,9.5,2.5,3.7,6.7,2.0,69.6,9381,36090,Yes,24x7,Gated,Apartment,East,109.67
1165.0,2,3.0,2,38,1,Suburban,Semi-Furnished,16.0,2.3,9.4,4.7,6.4,10.6,0.7,56.1,6601,13799,Yes,24x7,Non-Gated,Independent House,East,71.42
2034.0,4,2.0,2,5,2,Suburban,Furnished,4.1,3.08,9.6,12.6,1.5,5.0,0.7,79.8,6233,32580,Yes,24x7,Gated,Apartment,North,136.8
1367.0,6,4.0,3,37,2,Urban,,13.9,0.63,7.4,0.1,10.8,4.5,0.6,64.7,9368,43016,Yes,24x7,Gated,Villa,South,126.36
2032.0,4,4.0,2,3,2,Urban,Unfurnished,14.1,3.76,3.8,4.7,2.0,5.5,2.7,74.3,4771,35040,No,24x7,Gated,Apartment,South,134.04
638.0,2,3.0,2,29,1,Urban,Semi-Furnished,23.2,5.09,,2.6,4.3,5.7,2.2,61.9,7233,19695,Yes,24x7,Non-Gated,Independent House,North,55.11
1834.0,6,2.0,3,38,2,Rural,Semi-Furnished,1.8,1.41,7.0,2.5,2.0,3.6,4.8,64.2,14581,38900,Yes,Limited,Gated,Independent House,North,118.2
1423.0,3,3.0,2,6,0,Urban,Unfurnished,24.9,3.54,3.7,2.5,5.4,7.5,3.3,72.6,6206,23866,Yes,Limited,Gated,Apartment,South,96.01
2282.0,2,3.0,1,19,1,Suburban,Furnished,21.4,1.2,7.5,3.5,4.7,10.1,0.8,79.3,6002,16864,Yes,24x7,Gated,Independent House,East,138.75
1626.0,4,1.0,1,36,0,Urban,Semi-Furnished,19.9,1.09,7.8,0.2,3.4,5.3,2.3,37.7,5682,20967,Yes,Limited,Non-Gated,Apartment,West,107.8
2337.0,1,4.0,2,32,0,Urban,Semi-Furnished,28.1,4.95,3.9,3.2,1.0,15.9,0.9,56.5,5944,19113,Yes,24x7,Gated,Apartment,West,112.85
1929.0,3,2.0,3,8,0,Urban,Semi-Furnished,21.9,7.48,8.3,4.3,3.1,1.0,5.1,78.3,4937,20540,Yes,24x7,Gated,Villa,East,147.2
1580.0,5,3.0,2,6,1,Urban,Semi-Furnished,14.8,2.3,6.1,4.3,3.0,3.8,2.7,55.8,13579,15917,Yes,Limited,Gated,Apartment,South,123.35
2083.0,4,5.0,1,13,0,Urban,Semi-Furnished,9.0,2.08,3.4,0.4,5.6,1.3,5.9,44.1,7395,18920,Yes,24x7,Gated,Apartment,South,133.86
2087.0,6,1.0,3,18,0,Urban,Furnished,4.0,2.04,5.3,1.1,6.7,1.0,3.4,98.6,5756,28244,Yes,24x7,Gated,Independent House,East,141.58
1910.0,5,3.0,1,11,1,Urban,Semi-Furnished,5.0,2.26,9.8,9.5,4.1,6.4,1.9,28.4,5878,27294,Yes,24x7,Gated,Villa,South,177.55
400.0,3,1.0,1,3,2,Urban,Unfurnished,25.7,3.98,9.0,6.1,1.8,13.3,3.1,32.2,3944,25269,Yes,24x7,Gated,Independent House,West,62.12
1110.0,5,3.0,2,19,0,Suburban,Semi-Furnished,7.8,1.48,8.6,5.9,2.9,6.6,4.3,45.0,5375,35921,Yes,24x7,Gated,Independent House,North,99.02
2411.0,6,2.0,1,16,2,Urban,Semi-Furnished,8.9,3.96,8.7,0.5,11.9,5.5,0.4,74.2,4079,31393,Yes,Limited,Gated,Villa,South,188.38
959.0,4,5.0,2,12,2,Urban,Semi-Furnished,13.3,3.02,6.4,4.5,3.9,9.6,0.6,24.4,6042,43047,Yes,24x7,Non-Gated,Apartment,West,106.3
2135.0,5,2.0,2,33,0,Urban,Semi-Furnished,7.9,1.75,6.8,2.7,1.5,10.4,0.1,44.6,4464,19622,Yes,24x7,Gated,Apartment,East,150.14
2039.0,4,4.0,3,11,0,Suburban,Unfurnished,13.0,2.67,9.3,4.8,1.9,14.5,1.1,51.7,3600,21400,Yes,24x7,Non-Gated,Apartment,South,130.51
1251.0,6,1.0,1,35,3,Urban,Unfurnished,8.6,3.09,3.4,2.1,4.3,7.5,1.2,66.3,3836,30541,Yes,24x7,Gated,Apartment,East,103.75
553.0,2,3.0,1,0,1,Suburban,Unfurnished,11.1,0.89,5.6,7.8,3.0,15.8,0.2,67.7,7560,25976,Yes,24x7,Non-Gated,Independent House,North,56.96
1337.0,3,5.0,3,20,3,Urban,Semi-Furnished,13.1,2.07,3.4,4.1,11.2,0.4,1.9,69.7,5605,22773,Yes,Limited,Gated,Apartment,North,102.99
2793.0,2,4.0,3,38,2,Urban,Furnished,6.3,,5.3,0.6,2.4,8.9,3.0,46.0,5388,18859,Yes,24x7,Gated,Villa,South,182.58
1175.0,1,2.0,2,11,0,Urban,Semi-Furnished,13.3,11.26,4.5,0.8,2.5,2.0,0.0,64.6,6885,30925,Yes,Limited,Gated,Apartment,North,76.52
1213.0,4,5.0,3,26,2,Urban,Semi-Furnished,7.9,2.46,6.8,1.8,4.3,8.9,1.7,70.2,3274,17336,Yes,24x7,Gated,Apartment,North,112.2
1101.0,1,5.0,3,29,1,Urban,Furnished,30.2,2.22,7.9,19.4,11.1,2.8,3.9,56.1,6557,27320,Yes,24x7,Gated,Apartment,South,87.41
2318.0,2,3.0,2,13,1,Urban,Unfurnished,1.7,4.01,6.7,6.0,1.9,3.1,0.4,63.4,1882,21694,Yes,24x7,Gated,Apartment,North,153.07
1516.0,5,5.0,3,25,0,Rural,Unfurnished,22.0,5.08,8.7,4.8,7.4,1.4,1.8,67.4,10431,36888,Yes,24x7,Non-Gated,Villa,South,113.8
1306.0,2,1.0,2,26,1,Suburban,Semi-Furnished,8.0,0.75,4.6,14.8,3.8,7.0,1.9,51.0,13083,23356,Yes,Limited,Non-Gated,Villa,West,97.04
2427.0,6,2.0,2,18,3,Rural,Semi-Furnished,17.1,2.19,8.8,5.2,6.7,6.7,1.2,35.7,9290,25656,Yes,Limited,Non-Gated,Villa,East,170.05
1969.0,1,5.0,2,15,0,Rural,Semi-Furnished,8.7,2.87,8.3,4.4,3.5,5.2,0.5,50.6,9307,14548,Yes,24x7,Gated,Villa,West,126.94
1144.0,3,5.0,3,19,2,Urban,Unfurnished,15.0,1.93,3.0,3.1,3.0,4.3,1.4,79.8,6403,35483,Yes,24x7,Gated,Independent House,North,111.78
977.0,1,5.0,1,5,0,Suburban,Semi-Furnished,13.3,1.33,8.9,1.1,2.1,15.5,5.6,88.4,6361,14436,Yes,24x7,Gated,Apartment,South,87.18
2287.0,1,1.0,1,19,2,Urban,Furnished,8.7,0.6,9.2,4.2,7.5,5.2,1.1,53.5,6493,28621,Yes,Limited,Gated,Independent House,North,145.33
1659.0,5,2.0,2,13,3,Suburban,Unfurnished,5.3,6.18,5.9,1.4,5.0,4.7,3.6,67.5,12929,19888,Yes,24x7,Non-Gated,Apartment,West,114.43
798.0,1,4.0,2,13,3,Suburban,Unfurnished,2.4,2.16,5.6,2.7,5.4,5.1,0.8,41.4,1653,16883,Yes,Limited,Gated,Apartment,West,69.39
669.0,6,1.0,1,9,3,Suburban,Furnished,13.8,5.78,6.5,5.2,12.2,4.7,2.9,56.6,7479,20067,Yes,24x7,Non-Gated,Villa,East,92.07
1036.0,4,5.0,2,20,2,Suburban,Semi-Furnished,17.9,4.98,4.7,1.0,11.4,3.0,0.7,75.6,10320,17793,Yes,24x7,Non-Gated,Independent House,South,82.91
968.0,3,5.0,1,0,2,Urban,Semi-Furnished,2.6,0.49,8.2,3.8,10.7,8.0,1.6,37.2,7440,31697,Yes,24x7,Gated,Independent House,West,127.95
525.0,6,5.0,1,2,3,Rural,Unfurnished,10.1,1.78,6.9,1.6,4.4,7.0,1.9,54.1,5932,22372,Yes,Limited,Gated,Independent House,North,88.63
1045.0,3,5.0,2,8,0,Urban,Semi-Furnished,4.1,4.13,3.6,10.9,10.8,5.3,4.2,62.4,9059,34025,Yes,24x7,Gated,Apartment,East,105.62
1145.0,3,2.0,1,22,0,Urban,Semi-Furnished,16.2,2.31,9.0,7.0,1.2,13.8,0.7,46.3,2998,21872,Yes,24x7,Gated,Apartment,South,97.79
1396.0,3,,2,10,0,Urban,Semi-Furnished,1.7,0.79,5.2,1.9,3.3,2.3,1.7,73.0,13048,19336,Yes,Limited,Gated,Apartment,North,112.92
2581.0,4,2.0,2,19,0,Suburban,Unfurnished,5.3,4.77,,5.9,1.8,7.2,1.2,46.0,6454,31129,Yes,Limited,Non-Gated,Independent House,West,151.33
1503.0,6,1.0,2,5,0,Urban,Furnished,7.9,0.41,8.4,9.7,4.3,9.0,0.8,48.1,7748,31998,Yes,24x7,Non-Gated,Independent House,North,135.49
1558.0,4,2.0,2,16,1,Rural,Semi-Furnished,11.4,1.33,,6.4,1.2,5.4,5.7,66.3,9154,31374,Yes,24x7,Gated,Apartment,East,94.91
1930.0,2,4.0,3,18,2,Suburban,Furnished,10.0,1.6,9.6,5.0,3.6,6.4,0.1,35.6,2772,23400,Yes,24x7,Gated,Apartment,East,125.42
1519.0,6,5.0,2,12,3,Suburban,Furnished,22.2,2.62,4.7,3.7,2.4,5.0,0.6,82.8,8448,31199,Yes,24x7,Gated,Independent House,East,125.52
1870.0,4,4.0,2,1,2,Urban,Semi-Furnished,25.2,4.97,7.2,2.0,7.4,12.1,1.5,48.0,1863,15825,Yes,Limited,Gated,Villa,West,158.49
1804.0,5,2.0,1,24,0,Urban,Semi-Furnished,18.2,7.56,3.2,3.3,4.7,13.0,2.1,78.8,4086,26475,Yes,24x7,Non-Gated,Independent House,West,125.51
1717.0,3,4.0,3,8,0,Suburban,Unfurnished,8.2,2.35,9.9,0.8,3.2,5.2,1.2,68.7,8910,39023,Yes,24x7,Non-Gated,Independent House,South,124.63
3172.0,2,3.0,1,19,1,Urban,Semi-Furnished,10.7,2.62,3.1,0.3,2.3,1.4,0.5,36.2,4126,23110,Yes,24x7,Non-Gated,Apartment,South,164.62
2151.0,6,3.0,1,28,2,Urban,Unfurnished,7.2,8.12,4.9,4.5,0.6,6.4,0.9,46.3,9265,27833,Yes,24x7,Gated,Villa,North,169.19
1055.0,5,2.0,3,4,3,Suburban,Semi-Furnished,8.8,3.29,3.1,5.4,1.3,7.1,3.1,48.7,4276,32337,Yes,24x7,Non-Gated,Villa,West,113.59
1854.0,2,1.0,1,27,1,Suburban,Furnished,24.4,9.36,4.9,1.2,4.4,3.5,2.0,56.5,6221,14823,Yes,24x7,Non-Gated,Villa,West,119.23
1215.0,6,2.0,1,14,0,Rural,,29.2,3.66,9.6,2.4,5.0,7.4,1.8,44.5,5745,16768,Yes,24x7,Non-Gated,Independent House,South,87.84
1895.0,1,5.0,1,20,0,Suburban,Furnished,19.9,5.07,5.6,2.1,4.3,4.5,1.7,32.6,11745,28147,Yes,24x7,Non-Gated,Apartment,East,107.13
894.0,6,3.0,3,3,2,Urban,Semi-Furnished,13.0,0.48,6.2,7.4,3.7,7.7,8.0,42.2,7850,27192,Yes,24x7,Gated,Apartment,East,103.93
1041.0,4,1.0,3,19,3,Rural,Semi-Furnished,10.9,2.84,9.3,5.4,4.5,2.6,0.2,45.6,8636,23376,Yes,24x7,Non-Gated,Villa,North,102.2
1839.0,4,2.0,3,15,0,Rural,Furnished,12.2,6.96,3.1,10.9,3.1,8.2,0.4,68.2,6991,22130,Yes,24x7,Gated,Independent House,West,110.95
2199.0,1,3.0,1,7,0,Urban,Semi-Furnished,11.2,0.73,9.4,1.4,4.0,1.8,1.8,62.3,6455,23741,Yes,24x7,Gated,Apartment,West,138.93
1926.0,2,3.0,2,21,0,Urban,Semi-Furnished,20.0,2.21,9.9,6.6,3.8,6.8,0.6,34.6,9707,24924,Yes,24x7,Gated,Apartment,North,120.52
2120.0,5,,3,26,2,Urban,Semi-Furnished,13.9,4.57,6.1,2.2,3.1,5.3,3.8,61.9,4549,27748,Yes,24x7,Non-Gated,Independent House,North,157.06
